"class_name","class_rating","professor_name","overall","easiness","workload","clarity","helpfulness"
"ECON 164L","N/A","Pablo Fajgelbaum","N/A","N/A","N/A","N/A","N/A"
"ECON 164L","N/A","Gary Hansen","N/A","N/A","N/A","N/A","N/A"
"ECON 165","N/A","Lee Ohanian","N/A","N/A","N/A","N/A","N/A"
"ECON 170L","N/A","Connan Snider","N/A","N/A","N/A","N/A","N/A"
"ECON 174","N/A","Patrick Rishe","N/A","N/A","N/A","N/A","N/A"
"ECON 183L","N/A","Leah Boustan","N/A","N/A","N/A","N/A","N/A"
"ECON 188","N/A","S Ross","N/A","N/A","N/A","N/A","N/A"
"ECON 188","N/A","Stephen Ross","N/A","N/A","N/A","N/A","N/A"
"ECON 189","N/A","Maria Casanova Rivas","N/A","N/A","N/A","N/A","N/A"
"ECON 189","N/A","Jernej Copic","N/A","N/A","N/A","N/A","N/A"
"ECON 189","N/A","Tomasz Sadzik","N/A","N/A","N/A","N/A","N/A"
"ECON 195C","N/A","Kathleen Mcgarry","N/A","N/A","N/A","N/A","N/A"
"ECON 89","N/A","Maurizio Mazzocco","N/A","N/A","N/A","N/A","N/A"
"ECON 97","N/A","Kyle Woodward","N/A","N/A","N/A","N/A","N/A"
"ECON C126C","N/A","Pablo Fajgelbaum","N/A","N/A","N/A","N/A","N/A"
"ECON M134","N/A","Meliha Bulu-Taciroglu","N/A","N/A","N/A","N/A","N/A"
"ECON M134","N/A","Owen Hearey","N/A","N/A","N/A","N/A","N/A"
"ECON M135","N/A","Thomas Schwartz","N/A","N/A","N/A","N/A","N/A"
"EDUC C124","5.0","Iris Lucero","N/A","N/A","N/A","N/A","N/A"
"EDUC C124","5.0","Richard Wagoner","5.0","4.0","4.0","5.0","5.0"
"EDUC C124","5.0","Imelda Zapata","N/A","N/A","N/A","N/A","N/A"
"EDUC M103","4.9","Cheong Huh","5.0","3.0","4.0","4.0","5.0"
"EDUC M103","4.9","Jennifer Yee","4.8","2.5","2.3","4.8","4.7"
"EDUC 132","4.8","L Hadjas","4.8","2.7","3.2","4.7","4.7"
"EDUC 132","4.8","Connie Kasari","N/A","N/A","N/A","N/A","N/A"
"EDUC 132","4.8","Tran Ly","N/A","N/A","N/A","N/A","N/A"
"EDUC 134","4.8","Marilyn Kourilsky","4.8","2.7","2.3","4.7","4.5"
"EDUC 144","4.8","Gary Orfield","4.8","3.7","3.3","4.2","4.5"
"EDUC M102","4.8","Maria Malagon","N/A","N/A","N/A","N/A","N/A"
"EDUC M102","4.8","Pedro Nava","N/A","N/A","N/A","N/A","N/A"
"EDUC M102","4.8","Daniel Solorzano","4.8","1.8","2.3","4.5","4.8"
"EDUC M194C","4.8","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M194C","4.8","Marjorie Orellana","4.8","2.0","1.8","3.6","4.2"
"EDUC 19","4.7","T Brown garnett","N/A","N/A","N/A","N/A","N/A"
"EDUC 19","4.7","K Mckinney","N/A","N/A","N/A","N/A","N/A"
"EDUC 19","4.7","John Mcneil","4.7","4.3","4.5","4.8","4.7"
"EDUC 19","4.7","Rashmita Mistry","N/A","N/A","N/A","N/A","N/A"
"EDUC 19","4.7","Marjorie Orellana","N/A","N/A","N/A","N/A","N/A"
"EDUC 19","4.7","Jane Pizzolato","N/A","N/A","N/A","N/A","N/A"
"EDUC 19","4.7","Robert Rhoads","N/A","N/A","N/A","N/A","N/A"
"EDUC 80","4.7","Bruce Barbee","4.7","3.0","2.7","4.0","4.2"
"EDUC 92C","4.7","Bruce Barbee","4.7","3.5","2.7","4.5","4.7"
"EDUC 182C","4.4","Stuart Biegel","4.4","2.4","2.4","4.4","4.8"
"EDUC 182C","4.4","M Correa","N/A","N/A","N/A","N/A","N/A"
"EDUC 192B","4.4","Pamela Bailis","4.4","3.8","3.0","5.0","4.4"
"EDUC 199","4.4","Bruce Barbee","4.4","2.8","3.2","4.6","4.8"
"EDUC 199","4.4","Annamarie Francois","N/A","N/A","N/A","N/A","N/A"
"EDUC 199","4.4","Sheila Lane","N/A","N/A","N/A","N/A","N/A"
"EDUC 92B","4.4","Bruce Barbee","4.4","3.6","3.2","4.6","4.6"
"EDUC 92B","4.4","Allison McComb","N/A","N/A","N/A","N/A","N/A"
"EDUC 92B","4.4","Joshua O&#39;Connor","N/A","N/A","N/A","N/A","N/A"
"EDUC M186","4.4","Patricia Gandara","4.4","2.0","2.4","4.4","4.6"
"EDUC M186","4.4","Gary Orfield","N/A","N/A","N/A","N/A","N/A"
"EDUC 120","4.3","Pamela Bailis","4.3","3.7","3.3","4.5","4.5"
"EDUC 120","4.3","Alma Cortes","N/A","N/A","N/A","N/A","N/A"
"EDUC 130","4.3","Jonathan Carroll","N/A","N/A","N/A","N/A","N/A"
"EDUC 130","4.3","Tyrone Howard","4.2","2.8","2.8","4.6","4.5"
"EDUC 130","4.3","Jevon Hunter","4.4","2.0","2.0","4.2","4.4"
"EDUC 130","4.3","Rema Reynolds","N/A","N/A","N/A","N/A","N/A"
"EDUC 191D","4.3","Noel Enyedy","4.3","3.5","3.7","2.8","4.8"
"EDUC 92D","4.3","Bruce Barbee","4.3","2.7","3.0","4.2","4.7"
"EDUC 92E","4.3","Bruce Barbee","4.3","3.5","3.0","4.5","4.3"
"EDUC 92E","4.3","Allison McComb","N/A","N/A","N/A","N/A","N/A"
"EDUC 129","4.2","Stuart Biegel","4.2","2.2","2.2","4.8","4.2"
"EDUC 137","4.2","José Santos","4.2","2.2","2.6","3.0","4.2"
"EDUC 170B","4.2","Pamela Bailis","4.2","3.6","4.0","4.4","4.6"
"EDUC M194A","4.2","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M194A","4.2","Kathryn Anderson","N/A","N/A","N/A","N/A","N/A"
"EDUC M194A","4.2","J Asato","N/A","N/A","N/A","N/A","N/A"
"EDUC M194A","4.2","Marjorie Orellana","4.2","1.8","1.7","3.7","3.8"
"EDUC M194A","4.2","Federica Raia","N/A","N/A","N/A","N/A","N/A"
"EDUC 499C","4.1","Patricia Gandara","4.2","2.2","2.2","4.2","4.8"
"EDUC 499C","4.1","Gary Orfield","4.0","3.3","3.2","4.3","4.7"
"EDUC 122","4.0","Robert Rhoads","4.0","2.6","2.2","3.6","3.4"
"EDUC 122","4.0","V Saenz","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Suzie Abajian","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Marvin Alkin","4.8","1.2","1.8","5.0","4.2"
"EDUC 187","4.0","Walter Allen","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Alison Bailey","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Stuart Biegel","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Anne Blackstock-Bernstein","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Mario Deng","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Kimberley Gomez","N/A","N/A","N/A","N/A","N/A"
"EDUC 187","4.0","Jennie Grammer","N/A","N/A","N/A","N/A","N/A"
"EDUC 92A","3.5","Bruce Barbee","4.5","3.3","2.8","4.5","4.3"
"EDUC 92A","3.5","Allison McComb","2.2","2.4","2.4","2.2","2.8"
"EDUC 143","3.4","Patricia Mcdonough","3.4","2.8","2.0","3.8","3.8"
"EDUC 143","3.4","Mike Nguyen","N/A","N/A","N/A","N/A","N/A"
"EDUC 92F","3.4","Charles Alexander","N/A","N/A","N/A","N/A","N/A"
"EDUC 92F","3.4","Bruce Barbee","4.8","3.5","2.5","5.0","4.8"
"EDUC 92F","3.4","Alice Ho","N/A","N/A","N/A","N/A","N/A"
"EDUC 92F","3.4","Allison McComb","2.6","2.0","2.4","2.6","2.3"
"EDUC 92F","3.4","Joshua O&#39;Connor","N/A","N/A","N/A","N/A","N/A"
"EDUC 92F","3.4","Chiara Paz","4.0","4.0","3.0","3.0","4.0"
"EDUC 92F","3.4","Suzanne Seplow","N/A","N/A","N/A","N/A","N/A"
"EDUC 92F","3.4","Jonli Tunstall","N/A","N/A","N/A","N/A","N/A"
"EDUC 131","2.8","Sol Cohen","2.8","3.0","2.8","3.7","3.7"
"EDUC 131","2.8","Octavio Pescador","N/A","N/A","N/A","N/A","N/A"
"EDUC 196C","2.6","James Caterall","2.6","4.4","4.1","3.9","3.3"
"EDUC 196C","2.6","Laurie Nimmo-ramirez","N/A","N/A","N/A","N/A","N/A"
"EDUC 196C","2.6","Christopher Wilson","N/A","N/A","N/A","N/A","N/A"
"EDUC M108","2.6","William Allen","2.6","1.7","1.6","2.6","2.4"
"EDUC M108","2.6","Jennie Brand","N/A","N/A","N/A","N/A","N/A"
"EDUC M108","2.6","Edward Walker","N/A","N/A","N/A","N/A","N/A"
"EDUC 128","2.5","Tran Ly","2.5","1.2","1.5","2.5","2.5"
"EDUC 191K","2.5","Frederick Byaruhanga","2.5","3.5","3.5","2.8","2.2"
"EDUC C125","2.3","None Steinbach Silva Ra","N/A","N/A","N/A","N/A","N/A"
"EDUC C125","2.3","Carlos Torres","2.3","2.2","2.2","2.3","3.2"
"EDUC C125","2.3","Richard van Heertum","N/A","N/A","N/A","N/A","N/A"
"EDUC 416","2.2","Cindy Kratzer","2.2","2.5","2.5","2.3","2.5"
"EDUC 118","N/A","Kimberley Gomez","N/A","N/A","N/A","N/A","N/A"
"EDUC 133","N/A","Rashmita Mistry","N/A","N/A","N/A","N/A","N/A"
"EDUC 139","N/A","Marvin Alkin","N/A","N/A","N/A","N/A","N/A"
"EDUC 150","N/A","Sheila Benko","N/A","N/A","N/A","N/A","N/A"
"EDUC 150","N/A","Karol Johansen","N/A","N/A","N/A","N/A","N/A"
"EDUC 150","N/A","E Lappenga","N/A","N/A","N/A","N/A","N/A"
"EDUC 150","N/A","Jordan Maness","N/A","N/A","N/A","N/A","N/A"
"EDUC 150","N/A","Robert Rhoads","N/A","N/A","N/A","N/A","N/A"
"EDUC 166","N/A","Alison Bailey","N/A","N/A","N/A","N/A","N/A"
"EDUC 184","N/A","Sheila Lane","N/A","N/A","N/A","N/A","N/A"
"EDUC 191A","N/A","Sylvia Hurtado","N/A","N/A","N/A","N/A","N/A"
"EDUC 191A","N/A","Ligia Toutant","N/A","N/A","N/A","N/A","N/A"
"EDUC 191A","N/A","Anna Yeakley","N/A","N/A","N/A","N/A","N/A"
"EDUC 191B","N/A","None Shadduck-hernandez","N/A","N/A","N/A","N/A","N/A"
"EDUC 191E","N/A","E Comeaux","N/A","N/A","N/A","N/A","N/A"
"EDUC 194C","N/A","M Correa","N/A","N/A","N/A","N/A","N/A"
"EDUC 195CE","N/A","Edith Omwami","N/A","N/A","N/A","N/A","N/A"
"EDUC 196D","N/A","Marco Murillo","N/A","N/A","N/A","N/A","N/A"
"EDUC 200B","N/A","Jose-Fe Martinez-Fernandez","N/A","N/A","N/A","N/A","N/A"
"EDUC 200B","N/A","Rashmita Mistry","N/A","N/A","N/A","N/A","N/A"
"EDUC 204D","N/A","Daniel Solorzano","N/A","N/A","N/A","N/A","N/A"
"EDUC 209C","N/A","Linda Sax","N/A","N/A","N/A","N/A","N/A"
"EDUC 212A","N/A","William Sandoval","N/A","N/A","N/A","N/A","N/A"
"EDUC 222B","N/A","Kathryn Anderson","N/A","N/A","N/A","N/A","N/A"
"EDUC 222B","N/A","Sarah Johnson","N/A","N/A","N/A","N/A","N/A"
"EDUC 222B","N/A","Teresa McCarty","N/A","N/A","N/A","N/A","N/A"
"EDUC 222D","N/A","Kathryn Anderson","N/A","N/A","N/A","N/A","N/A"
"EDUC 229","N/A","Megan Franke","N/A","N/A","N/A","N/A","N/A"
"EDUC 229","N/A","Pedro Noguera","N/A","N/A","N/A","N/A","N/A"
"EDUC 229","N/A","John Rogers","N/A","N/A","N/A","N/A","N/A"
"EDUC 230A","N/A","Todd Franke","N/A","N/A","N/A","N/A","N/A"
"EDUC 230B","N/A","Jose-Fe Martinez-Fernandez","N/A","N/A","N/A","N/A","N/A"
"EDUC 230B","N/A","Noreen Webb","N/A","N/A","N/A","N/A","N/A"
"EDUC 230BL","N/A","Jose-Fe Martinez-Fernandez","N/A","N/A","N/A","N/A","N/A"
"EDUC 230BL","N/A","Noreen Webb","N/A","N/A","N/A","N/A","N/A"
"EDUC 233","N/A","Mike Rose","N/A","N/A","N/A","N/A","N/A"
"EDUC 234","N/A","Richard Desjardins","N/A","N/A","N/A","N/A","N/A"
"EDUC 250B","N/A","Mark Eagan","N/A","N/A","N/A","N/A","N/A"
"EDUC 255B","N/A","Katerina Schenke","N/A","N/A","N/A","N/A","N/A"
"EDUC 255C","N/A","Michael Seltzer","N/A","N/A","N/A","N/A","N/A"
"EDUC 263","N/A","Jane Pizzolato","N/A","N/A","N/A","N/A","N/A"
"EDUC 263","N/A","Cecilia Rios Aguilar","N/A","N/A","N/A","N/A","N/A"
"EDUC 270","N/A","Rhonda Hammer","N/A","N/A","N/A","N/A","N/A"
"EDUC 272","N/A","Cindy Kratzer","N/A","N/A","N/A","N/A","N/A"
"EDUC 280A","N/A","Sandra Graham","N/A","N/A","N/A","N/A","N/A"
"EDUC 280A","N/A","Connie Kasari","N/A","N/A","N/A","N/A","N/A"
"EDUC 281","N/A","Patricia Mcdonough","N/A","N/A","N/A","N/A","N/A"
"EDUC 288","N/A","Walter Allen","N/A","N/A","N/A","N/A","N/A"
"EDUC 288","N/A","Teresa McCarty","N/A","N/A","N/A","N/A","N/A"
"EDUC 288","N/A","Jane Pizzolato","N/A","N/A","N/A","N/A","N/A"
"EDUC 288","N/A","Daniel Solorzano","N/A","N/A","N/A","N/A","N/A"
"EDUC 296C","N/A","Cindy Kratzer","N/A","N/A","N/A","N/A","N/A"
"EDUC 296D","N/A","Kathryn Anderson","N/A","N/A","N/A","N/A","N/A"
"EDUC 299B","N/A","Walter Allen","N/A","N/A","N/A","N/A","N/A"
"EDUC 299B","N/A","Mike Rose","N/A","N/A","N/A","N/A","N/A"
"EDUC 299C","N/A","Michael Seltzer","N/A","N/A","N/A","N/A","N/A"
"EDUC 299C","N/A","Noreen Webb","N/A","N/A","N/A","N/A","N/A"
"EDUC 315B","N/A","Shervaughnna Anderson-Byrd","N/A","N/A","N/A","N/A","N/A"
"EDUC 315B","N/A","Sara Kersey","N/A","N/A","N/A","N/A","N/A"
"EDUC 318A","N/A","Rachel Green","N/A","N/A","N/A","N/A","N/A"
"EDUC 320B","N/A","Imelda Nava-Landeros","N/A","N/A","N/A","N/A","N/A"
"EDUC 320B","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 320C","N/A","Imelda Nava-Landeros","N/A","N/A","N/A","N/A","N/A"
"EDUC 320C","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 321","N/A","Darlene Lee","N/A","N/A","N/A","N/A","N/A"
"EDUC 330A","N/A","Jo Isken","N/A","N/A","N/A","N/A","N/A"
"EDUC 330A","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 330B","N/A","Rebecca Alber","N/A","N/A","N/A","N/A","N/A"
"EDUC 330B","N/A","Lily Chen-Hafteck","N/A","N/A","N/A","N/A","N/A"
"EDUC 330B","N/A","Darlene Lee","N/A","N/A","N/A","N/A","N/A"
"EDUC 330B","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 330B","N/A","Jeffrey Share","N/A","N/A","N/A","N/A","N/A"
"EDUC 330C","N/A","Melissa Arias","N/A","N/A","N/A","N/A","N/A"
"EDUC 330C","N/A","Imelda Nava-Landeros","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Rebecca Alber","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Melissa Arias","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Lily Chen-Hafteck","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Darlene Lee","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Imelda Nava-Landeros","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 360B","N/A","Jeffrey Share","N/A","N/A","N/A","N/A","N/A"
"EDUC 375","N/A","Walter Allen","N/A","N/A","N/A","N/A","N/A"
"EDUC 375","N/A","Connie Kasari","N/A","N/A","N/A","N/A","N/A"
"EDUC 375","N/A","Patricia Mcdonough","N/A","N/A","N/A","N/A","N/A"
"EDUC 375","N/A","Richard Wagoner","N/A","N/A","N/A","N/A","N/A"
"EDUC 390A","N/A","Rashmita Mistry","N/A","N/A","N/A","N/A","N/A"
"EDUC 405B","N/A","Rebecca Alber","N/A","N/A","N/A","N/A","N/A"
"EDUC 405B","N/A","Lily Chen-Hafteck","N/A","N/A","N/A","N/A","N/A"
"EDUC 405B","N/A","Darlene Lee","N/A","N/A","N/A","N/A","N/A"
"EDUC 405B","N/A","Jaime Park","N/A","N/A","N/A","N/A","N/A"
"EDUC 405B","N/A","Jeffrey Share","N/A","N/A","N/A","N/A","N/A"
"EDUC 409","N/A","Joanne Darby","N/A","N/A","N/A","N/A","N/A"
"EDUC 409","N/A","Eduardo Lopez","N/A","N/A","N/A","N/A","N/A"
"EDUC 409","N/A","Laura McMullin","N/A","N/A","N/A","N/A","N/A"
"EDUC 409","N/A","Marjorie Orellana","N/A","N/A","N/A","N/A","N/A"
"EDUC 411","N/A","Christina Christie","N/A","N/A","N/A","N/A","N/A"
"EDUC 413B","N/A","Laura McMullin","N/A","N/A","N/A","N/A","N/A"
"EDUC 413B","N/A","Karla Perez-Mendoza","N/A","N/A","N/A","N/A","N/A"
"EDUC 419","N/A","Jane Pizzolato","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Raul Alarcon","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Christine Corpus","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Rachel Green","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Sara Kersey","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Sunanda Kushon","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Eduardo Lopez","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Laura McMullin","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Tonikiaa Orange","N/A","N/A","N/A","N/A","N/A"
"EDUC 420A","N/A","Faye Peitzman","N/A","N/A","N/A","N/A","N/A"
"EDUC 425","N/A","Myrna Teranishi","N/A","N/A","N/A","N/A","N/A"
"EDUC 426A","N/A","Debra Geller","N/A","N/A","N/A","N/A","N/A"
"EDUC 426A","N/A","Christine Wilson","N/A","N/A","N/A","N/A","N/A"
"EDUC 441A","N/A","Jo Isken","N/A","N/A","N/A","N/A","N/A"
"EDUC 441A","N/A","Merle Price","N/A","N/A","N/A","N/A","N/A"
"EDUC 452B","N/A","Mark Eagan","N/A","N/A","N/A","N/A","N/A"
"EDUC 452B","N/A","Ilene Straus","N/A","N/A","N/A","N/A","N/A"
"EDUC 458B","N/A","Diane Durkin","N/A","N/A","N/A","N/A","N/A"
"EDUC 458B","N/A","Cindy Kratzer","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Christine Corpus","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Minnie Ferguson","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Rachel Green","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Sara Kersey","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Sunanda Kushon","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Elsa Lonon","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Eduardo Lopez","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Laura McMullin","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Robert Naples","N/A","N/A","N/A","N/A","N/A"
"EDUC 498B","N/A","Tonikiaa Orange","N/A","N/A","N/A","N/A","N/A"
"EDUC 499B","N/A","Diane Durkin","N/A","N/A","N/A","N/A","N/A"
"EDUC 499B","N/A","Linda Rose","N/A","N/A","N/A","N/A","N/A"
"EDUC 499B","N/A","Eugene Tucker","N/A","N/A","N/A","N/A","N/A"
"EDUC 98","N/A","Samarah Blackmon","N/A","N/A","N/A","N/A","N/A"
"EDUC 98","N/A","Tyrone Howard","N/A","N/A","N/A","N/A","N/A"
"EDUC 98","N/A","Jonli Tunstall","N/A","N/A","N/A","N/A","N/A"
"EDUC C160","N/A","Sylvia Hurtado","N/A","N/A","N/A","N/A","N/A"
"EDUC C244","N/A","Sylvia Hurtado","N/A","N/A","N/A","N/A","N/A"
"EDUC CM178","N/A","Rhonda Hammer","N/A","N/A","N/A","N/A","N/A"
"EDUC M104","N/A","Jessica Bianchi","N/A","N/A","N/A","N/A","N/A"
"EDUC M145A","N/A","A Ridley-thomas","N/A","N/A","N/A","N/A","N/A"
"EDUC M145A","N/A","Avis Ridley Thomas","N/A","N/A","N/A","N/A","N/A"
"EDUC M145A","N/A","Wellford Wilms","N/A","N/A","N/A","N/A","N/A"
"EDUC M145B","N/A","Avis Ridley Thomas","N/A","N/A","N/A","N/A","N/A"
"EDUC M145B","N/A","Wellford Wilms","N/A","N/A","N/A","N/A","N/A"
"EDUC M145C","N/A","Wellford Wilms","N/A","N/A","N/A","N/A","N/A"
"EDUC M148","N/A","R Robles","N/A","N/A","N/A","N/A","N/A"
"EDUC M182A","N/A","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M182A","N/A","J Asato","N/A","N/A","N/A","N/A","N/A"
"EDUC M182B","N/A","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M182C","N/A","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M190","N/A","Shamell Bell","N/A","N/A","N/A","N/A","N/A"
"EDUC M190","N/A","Kevin Kane","N/A","N/A","N/A","N/A","N/A"
"EDUC M190SL","N/A","Jessica Bianchi","N/A","N/A","N/A","N/A","N/A"
"EDUC M190SL","N/A","Sarah Jacobs","N/A","N/A","N/A","N/A","N/A"
"EDUC M194B","N/A","Arshad Ali","N/A","N/A","N/A","N/A","N/A"
"EDUC M266","N/A","Sandra Harding","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 101A","5.0","Chandrasekhar Joshi","5.0","2.0","4.0","5.0","5.0"
"EL ENGR 101A","5.0","Aydogan Ozcan","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 101A","5.0","Benjamin Williams","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 180D","4.7","William Kaiser","4.7","2.4","2.7","4.6","4.7"
"EL ENGR 115BL","4.6","Hassan Babaie","4.6","3.0","3.0","4.0","4.3"
"EL ENGR 225","4.6","Mingqiang Bao","4.6","2.8","3.4","3.6","3.6"
"EL ENGR 597C","4.6","Christoph Niemann","4.6","2.6","2.4","4.0","3.3"
"EL ENGR 101B","4.5","Mona Jarrahi","4.5","4.0","4.0","4.5","4.5"
"EL ENGR 101B","4.5","Byoung-Joon Seo","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 101","4.2","Y Liu","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 101","4.2","Aydogan Ozcan","3.7","2.8","2.5","2.7","2.8"
"EL ENGR 101","4.2","Benjamin Williams","4.7","3.0","2.8","4.8","4.5"
"EL ENGR 132B","4.2","Yu-Yu Lin","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 132B","4.2","Izhak Rubin","4.2","1.6","1.8","4.4","4.6"
"EL ENGR 375","4.2","Gershon Weltman","4.2","3.0","3.2","3.4","3.8"
"EL ENGR CM150","4.2","Robert Candler","4.8","1.4","1.6","4.2","4.8"
"EL ENGR CM150","4.2","Jack Judy","3.6","1.2","1.2","3.2","3.6"
"EL ENGR 236B","3.8","Suzi Chao","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 236B","3.8","Lieven Vandenberghe","3.8","1.2","1.2","3.2","3.5"
"EL ENGR 598","3.8","Kung Yao","3.8","2.4","2.0","3.4","3.6"
"EL ENGR 115D","3.7","Asad Abidi","2.7","1.1","1.0","2.4","1.3"
"EL ENGR 115D","3.7","Shervin Moloudi","4.2","1.7","1.5","4.2","4.5"
"EL ENGR 115D","3.7","Behzad Razavi","4.4","1.6","1.8","4.4","3.6"
"EL ENGR 141","3.7","Nhan Levan","3.6","1.1","1.7","3.7","4.1"
"EL ENGR 141","3.7","Flavio Lorenzelli","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 141","3.7","Tae Jung Roh","4.7","2.7","2.5","4.5","3.2"
"EL ENGR 141","3.7","Paulo Tabuada","3.0","1.5","1.8","3.2","4.0"
"EL ENGR 141","3.7","Paul Wang","3.4","1.4","1.8","3.6","3.2"
"EL ENGR 184D","3.7","Dennis Briggs","3.7","2.4","2.4","3.9","3.6"
"EL ENGR 222","3.7","Chi On","3.7","1.5","1.7","3.3","3.3"
"EL ENGR CM150L","3.7","Robert Candler","4.8","1.5","1.5","5.0","5.0"
"EL ENGR CM150L","3.7","Jack Judy","3.1","1.6","1.6","3.7","3.6"
"EL ENGR M216A","3.7","Chih-Kong Yang","3.7","1.3","1.4","3.4","3.3"
"EL ENGR 132A","3.6","Suhas Diggavi","2.0","1.0","1.0","2.0","2.0"
"EL ENGR 132A","3.6","Lara Dolecek","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 132A","3.6","Flavio Lorenzelli","4.5","2.8","2.2","3.8","4.8"
"EL ENGR 132A","3.6","John Villasenor","3.4","1.9","1.7","3.6","3.4"
"EL ENGR 132A","3.6","Kung Yao","3.5","2.7","2.5","3.5","3.8"
"EL ENGR M171L","3.6","Revaz Dzhanidze","3.6","3.4","3.4","3.4","3.4"
"EL ENGR 124","3.5","John Villasenor","3.5","1.3","1.7","3.7","3.8"
"EL ENGR 142","3.5","Florian Doerfler","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 142","3.5","Nhan Levan","3.5","1.3","1.3","3.5","3.3"
"EL ENGR 173D","3.5","Oscar Stafsudd","3.5","3.2","3.2","3.2","3.5"
"EL ENGR 194","3.5","Chih-Kong Yang","3.5","1.2","1.5","3.8","3.2"
"EL ENGR 115AL","3.4","Hassan Babaie","4.2","2.8","2.5","4.5","4.5"
"EL ENGR 115AL","3.4","Xuefeng Gu","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 115AL","3.4","Mahmood Heyrat","2.5","1.8","2.2","2.3","2.7"
"EL ENGR 115AL","3.4","William Kaiser","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 115AL","3.4","Farid Mesghali","3.5","2.2","2.2","3.0","3.5"
"EL ENGR 115AL","3.4","Chih-Kong Yang","3.8","1.4","1.6","3.6","3.8"
"EL ENGR 188","3.4","Gershon Weltman","3.4","3.8","3.6","3.4","3.8"
"EL ENGR 199","3.4","Oscar Stafsudd","3.4","3.2","3.0","3.2","3.6"
"EL ENGR 215A","3.4","Asad Abidi","2.5","1.0","1.0","2.2","1.5"
"EL ENGR 215A","3.4","Behzad Razavi","4.2","1.8","1.6","4.6","3.6"
"EL ENGR 115C","3.3","Danijela Cabric","N/A","N/A","N/A","N/A","N/A"
"EL ENGR 115C","3.3","Babak Daneshrad","2.7","1.6","1.4","2.9","2.4"
"EL ENGR 115C","3.3","DEJAN MARKOVIC","3.0","2.5","2.2","2.5","2.5"
"EL ENGR 115C","3.3","Sudhakar Pamarti","4.0","1.3","1.3","4.5","4.7"
"EL ENGR 115C","3.3","Chih-Kong Yang","3.5","2.0","1.5","3.2","3.2"
