"course_id","similar_course_id","score"
"ART HIS C170A","ART HIS C114D","0.14586668493327021"
"ART HIS 127A","ART HIS M110B","0.20752147982771915"
"ART HIS 127A","AN N EA CM101B","0.15122565930924836"
"ETHNMUS 71DW","ETHNMUS 92","0.13825892012906102"
"PSYCH 186B","PSYCH 186C","0.21622711316592821"
"MUSC 164AW","MUSC 64AW","0.1132036447171426"
"HIST 180A","PUB PLC CM182","0.11304629528203204"
"ENGL 171C","ENGL 161C","0.15269052125269378"
"ENGL 171C","HIST 174B","0.13629690010269377"
"ENGL 171C","ENGL 179","0.11626073935671641"
"S ASIAN CM160","RELIGN M161B","0.11481406722768595"
"KOREA 102B","KOREA CM120","0.28335319120083846"
"KOREA 102B","LING M177","0.12636886857318208"
"KOREA 102B","KOREA 180A","0.11426029331210941"
"ECON 102","ECON 185","0.11048148491105804"
"ECON 102","INTL DV 130","0.10671179782171307"
"HIST 139A","HIST 105B","0.22531437282504155"
"HIST 139A","HIST 105A","0.22531437282504155"
"HIST 139A","HIST 121E","0.18741006666327545"
"PSYCH M119O","GRNTLGY M119O","0.75812313273370491"
"PSYCH M119O","GRNTLGY M104C","0.10812724835413935"
"PSYCH M119O","CHICANO M106B","0.10794576927407257"
"BIOENGR 100","BIOENGR CM103","0.10176046104757544"
"ENVIRON M192","ENGL M192","0.65388901191264726"
"ENVIRON M192","MCD BIO 192B","0.15918043932831627"
"ENVIRON M192","CHEM 192D","0.10918350874418571"
"ENVIRON M192","CHEM 192C","0.10918350874418571"
"ENVIRON M192","ARTS ED M192","0.1033700065588085"
"M E STD M144","JEWISH M144","0.89377973236357167"
"CHICANO M106B","SOC WLF M104C","0.91382255314188265"
"CHICANO M106B","GENDER M104C","0.88160683609340496"
"CHICANO M106B","GRNTLGY M104C","0.83333085325492728"
"CHICANO M106B","SOC WLF M108","0.14492476814809294"
"CHICANO M106B","GRNTLGY M108","0.13529513473598453"
"COM HLT 100","COM HLT 187A","0.3265236348391754"
"COM HLT 100","ENV HLT 100","0.26619006103688519"
"COM HLT 100","ARTS ED 101","0.21744535052170147"
"COM HLT 100","PSYCH 152","0.13890663286710755"
"COM HLT 100","PUB HLT M106","0.12369604914064253"
"COM HLT 100","CHICANO CM106","0.11470701446243123"
"COMM ST M191DC","POL SCI M194DC","0.946940655808856"
"COMM ST M191DC","HIST M194DC","0.90716793252966521"
"COMM ST M191DC","COMM ST 191E","0.10808032030738964"
"AN N EA M103B","HIST M103B","0.89731737288706792"
"AN N EA M103B","AN N EA CM101B","0.28487289854105657"
"AN N EA M103B","AN N EA M104A","0.26284697716141908"
"AN N EA M103B","ART HIS M110B","0.18829755251589819"
"AN N EA M103B","AN N EA M110C","0.16720494902086822"
"AN N EA M103B","HIST M104A","0.15770950361675068"
"NEUROSC 191H","CHICANO 192A","0.15965537364778939"
"LIFESCI 15","LIFESCI 1","0.12860683967510317"
"STATS 188SB","PSYCH 188SB","0.76623060425615019"
"STATS 188SB","EPIDEM 188SB","0.5493376049872295"
"STATS 188SB","GENDER 188SB","0.47295173259300394"
"HNRS 193A","HNRS 101J","0.13162674008362313"
"HNRS 193A","HNRS 101E","0.11542133147475034"
"HNRS 193A","PSYCH 184A","0.10707644038075109"
"EPIDEM 188SB","GENDER 188SB","0.46400220548035304"
"EPIDEM 188SB","PSYCH 188SB","0.45342208758072194"
"ENGL 182B","ENGL 180","0.16732867402760571"
"ENGL 182B","ENGL 184","0.14179172195381273"
"ENGL 182B","ENGL 181C","0.13084503786345597"
"COM LIT M101","COM LIT M166","0.15597922705081416"
"MCD BIO 144","MCD BIO 104AL","0.29715790495042066"
"MCD BIO 144","MCD BIO 138","0.25390119777789377"
"MCD BIO 144","MIMG 109AL","0.16462328167128892"
"BIOENGR C185","BIOENGR C139A","0.15650636197391479"
"SOCIOL 156","ASIA AM 187C","0.13018555008841406"
"SOCIOL 156","POL SCI 186","0.12613995737093278"
"SOCIOL 156","SOCIOL 180B","0.12576641500441263"
"FILM TV C154B","FILM TV 113","0.18314679086129487"
"FILM TV C154B","FILM TV 188A","0.13047146431627266"
"FILM TV C154B","FILM TV 183A","0.10564689580951926"
"SPAN 155C","SPAN 150","0.28113260953605168"
"SPAN 155C","SPAN 119","0.18958397755907105"
"SPAN 155C","SPAN 170","0.12951559463215787"
"SPAN 155C","SPAN 135","0.11935392746728134"
"SPAN 155C","SPAN 130","0.10854689789950771"
"COMPTNG 10A","COM SCI 31","0.33602784685637277"
"COMPTNG 10A","MECH&AE M20","0.22394255102394303"
"COMPTNG 10A","C&EE M20","0.20616241312838732"
"COMPTNG 10B","COM SCI 32","0.31948118634371464"
"COMPTNG 10B","COM SCI 31","0.23987615820928113"
"COMPTNG 10B","COMPTNG 16","0.14775461051908134"
"COMPTNG 10B","MECH&AE M20","0.14330868471442448"
"COMPTNG 10B","C&EE M20","0.13193055150926708"
"COMPTNG 10C","COMPTNG 10A","0.22397007074563785"
"COMM ST 109","COMM ST 185","0.28088851477694482"
"COMM ST 109","COMM ST 170","0.21742676230609481"
"COMM ST 109","COMM ST 160","0.16574277013967392"
"COMM ST 109","MIL SCI 132","0.1211929563913472"
"COMM ST 109","COMM ST 140","0.12032956512754854"
"COMM ST 105","HIST 111C","0.11296479995990293"
"COMM ST 104","SOCIOL 182","0.12055369445559506"
"COMM ST 104","COMM ST 160","0.10935936975450453"
"COMM ST 1","COMM ST 10","0.24946392676806675"
"COMM ST 100","COMM ST 140","0.24411448581088802"
"COMM ST 100","COMM ST 170","0.20917731262580991"
"COMM ST 100","COMM ST 185","0.16507034345024782"
"COMM ST 100","COMM ST 160","0.16025804926294421"
"COMM ST 100","COMM ST 109","0.14590297384331088"
"MUSC 90F","MUSC M90T","0.30742962875216701"
"MUSC 90F","MUSC 90M","0.29103429713031981"
"MUSC 90F","MUSC C90G","0.21970666699265484"
"MUSC 90F","ETHNMUS 91P","0.19254008324218835"
"MUSC 90F","ETHNMUS 91N","0.19254008324218835"
"MUSC 90F","ETHNMUS 91L","0.19254008324218835"
"MUSC 90C","MUSC C90A","0.62210607084187586"
"MUSC 90C","MUSC M90T","0.1427672982403711"
"MUSC 90C","MUSC C90G","0.13209342157806009"
"MUSC 90C","MUSC C90E","0.10155311078177158"
"MUSC 90M","MUSC 90F","0.29103429713031981"
"MUSC 90M","MUSC C90G","0.14932067256036427"
"MUSC 90M","MUSC C90E","0.14174274316249438"
"AM IND M10","WL ARTS M23","0.84604352244320102"
"LBR&WS 188","CHICANO 191","0.55132437493586794"
"LBR&WS 188","AF AMER 188A","0.26199894074803071"
"CHEM 193A","PHYSCI 194A","0.18137732267574044"
"EPS SCI 16","EPS SCI 1","0.10653954189284183"
"URBN PL M110","URBN PL M167","0.15299732497716084"
"THEATER 138","THEATER 128A","0.3062298828075849"
"THEATER 138","THEATER 124D","0.10804234886627931"
"THEATER 138","THEATER 124A","0.10804234886627931"
"RUSSN C124N","RUSSN 140B","0.260553942355364"
"RUSSN C124N","RUSSN 100B","0.1834192353091435"
"RUSSN C124N","RUSSN 128","0.11858806510912825"
"LING 20","LING 1","0.24522016092610713"
"CHEM 110A","CH ENGR 102A","0.24163613606819009"
"EL ENGR 141","EL ENGR 180DA","0.15046370584586363"
"EL ENGR 141","COM SCI CM186","0.10533968652297356"
"GEOG M131","GEOG 132","0.1367472525249733"
"GEOG M131","ENV HLT 100","0.10392617223163117"
"SPAN 150","SPAN 170","0.1852365042820095"
"SPAN 150","SPAN 119","0.14502503404933145"
"SPAN 150","SPAN 135","0.13634538893116702"
"SPAN 150","SPAN 130","0.13120367031072822"
"SPAN 150","SPAN 160","0.12099120387166093"
"MUSC 162DW","MUSC 62DW","0.11360949033354849"
"MUSC 61DW","MUSC 161DW","0.11360949033354849"
"CHICANO 153","ASIA AM 167","0.17834781589833518"
"CHICANO 153","ASIA AM 187C","0.14270490111638937"
"CHICANO 153","LBR&WS M119","0.12718673115698775"
"CHICANO 153","ASIA AM M119","0.11648195170385241"
"CHICANO 153","CHICANO 143","0.10320525278679571"
"PSYCH M107","ASIA AM M117","0.81387580483267274"
"PSYCH M107","PSYCH 152","0.15449682070595258"
"PSYCH M107","PSYCH 127A","0.11207146483618416"
"ETHNMUS C122B","ETHNMUS M110B","0.17339725873451733"
"ETHNMUS C122B","ETHNMUS 175","0.1478803090370116"
"ETHNMUS C122B","ETHNMUS C165","0.13617450343017495"
"COMM ST M144A","POL SCI 154B","0.11279562260705808"
"MATH 151B","MATH 191","0.21467638217722718"
"MATH 151A","MATH 191","0.21467638217722718"
"MATH 151A","MATH 134","0.13371041797048694"
"LING 127","LING 103","0.10353898364184168"
"LING 127","LING 102","0.10104479877688717"
"KOREA 180A","KOREA CM120","0.33478007150048195"
"KOREA 180A","KOREA 183","0.18384861727756563"
"KOREA 180A","LING M177","0.14930404939882574"
"LING 110G","LING M177","0.11267132601673266"
"POL SCI 149","POL SCI 186","0.36918747079025349"
"POL SCI 149","POL SCI 146E","0.26273594591233246"
"POL SCI 149","POL SCI 169","0.24791551088561747"
"POL SCI 149","POL SCI 147C","0.2353848956900243"
"POL SCI 149","POL SCI 139","0.16612557235910519"
"WL ARTS 178","ETHNMUS 162","0.48409010807861702"
"WL ARTS 178","WL ARTS 78","0.17989276207608951"
"PSYCH 116","PSYCH 152","0.22883565098358874"
"PSYCH 116","PSYCH 101","0.18300854184061402"
"EE BIOL 185","EE BIOL 115","0.11834561565229011"
"EE BIOL 189","PSYCH 189","0.78394087457374817"
"EE BIOL 189","SOCIOL 189","0.73762998519047096"
"ITALIAN 152","ITALIAN 102A","0.19957312911978103"
"INF STD 30","INF STD 20","0.1918507779522147"
"INF STD 30","INF STD 10","0.16234582804241821"
"MATH 188SB","PSYCH 188SB","0.7074109476249576"
"MATH 188SB","GENDER 188SB","0.47291093822511415"
"MATH 188SB","EPIDEM 188SB","0.39253133524713735"
"CHEM 188SB","PSYCH 188SB","0.69001288642128378"
"CHEM 188SB","GENDER 188SB","0.39885536196362315"
"CHEM 188SB","EPIDEM 188SB","0.36890134293097498"
"FRNCH 119","FRNCH 120","0.65363988210400026"
"FRNCH 119","FRNCH 130","0.22736652207726377"
"FRNCH 119","FRNCH 121","0.15109748979361093"
"I A STD 33","I A STD 50","0.66988894054693826"
"FILM TV 106B","FILM TV 6A","0.16604082029479383"
"ART 1A","DESMA 21","0.13974462001933433"
"SPAN M155A","CHICANO M146","0.98922380615586825"
"SPAN M155A","SPAN 119","0.26573700347055074"
"MIMG 101","MIMG 102","0.17769690328686399"
"MIMG 101","ENV HLT M166","0.12621610694888202"
"MIMG 101","C&EE M166","0.10072086442540006"
"CLASSIC 148","PHILOS 155","0.12761882425739782"
"ETHNMUS 171IW","THEATER 124A","0.12880576383746542"
"ETHNMUS 171IW","THEATER 124D","0.12640758642191127"
"ETHNMUS 171IW","THEATER 128A","0.12226250113119723"
"POL SCI 191C","POL SCI 191A","0.69246546618579785"
"POL SCI 191C","POL SCI 191D","0.67528837327076774"
"POL SCI 191C","POL SCI 191B","0.65731133198804548"
"POL SCI 191C","PORTGSE 191","0.11013950495687244"
"POL SCI 191B","POL SCI 191A","0.71557390669384602"
"POL SCI 191B","POL SCI 191C","0.65731133198804548"
"POL SCI 191B","POL SCI 191D","0.52138214877915279"
"POL SCI 191B","PORTGSE 191","0.1065337652823542"
"POL SCI 191A","POL SCI 191B","0.71557390669384602"
"POL SCI 191A","POL SCI 191C","0.69246546618579785"
"POL SCI 191A","POL SCI 191D","0.54709257068181394"
"POL SCI 191A","PORTGSE 191","0.11084509599103722"
"POL SCI 191D","POL SCI 191C","0.67528837327076774"
"POL SCI 191D","POL SCI 191A","0.54709257068181394"
"POL SCI 191D","POL SCI 191B","0.52138214877915279"
"ENVIRON M164","ENVIRON M167","0.18717641398596471"
"ENVIRON M164","ENVIRON M130","0.16259855507300947"
"ENVIRON M164","URBN PL 129","0.11048795532962642"
"ENVIRON M164","ENVIRON 163","0.10221392770632919"
"ENVIRON M167","ENVIRON M164","0.18717641398596471"
"ENVIRON M167","ENVIRON M153","0.14689397479052094"
"ENVIRON M167","ENVIRON M130","0.11440825538804753"
"ENVIRON M167","URBN PL 129","0.10324240823922495"
"POL SCI M180A","LBR&WS M114C","0.93844565283970816"
"POL SCI M180A","AF AMER M114C","0.90698070187439417"
"POL SCI M180A","POL SCI 116B","0.24300516002313444"
"POL SCI M180A","POL SCI 154B","0.10633750445367844"
"POL SCI M180A","POL SCI 156A","0.1038484273063067"
"MECH&AE M20","COM SCI 31","0.41078315369108526"
"MECH&AE M20","COMPTNG 10A","0.22394255102394303"
"MECH&AE M20","COM SCI 32","0.19776341000820954"
"MECH&AE M20","PSYCH 20","0.15548055050986559"
"MECH&AE M20","MECH&AE 94","0.11422203712845379"
"SOC GEN 188","AF AMER 188A","0.11250703964648824"
"ETHNMUS 71EW","ETHNMUS 92","0.13464213682539997"
"KOREA 183","KOREA CM120","0.22176499226510366"
"KOREA 183","KOREA 180A","0.18384861727756563"
"LIFESCI 192B","LIFESCI 110","0.26064387001071476"
"LIFESCI 192B","MCD BIO 192B","0.23757406077272938"
"LIFESCI 192B","CHEM 192D","0.14864129146410762"
"LIFESCI 192B","CHEM 192C","0.14864129146410762"
"LIFESCI 192B","ARTS ED M192","0.13614570009683635"
"LIFESCI 192B","ARTS ED M192SL","0.10984550425988769"
"LIFESCI 192A","CHEM 192D","0.10067743965270928"
"LIFESCI 192A","CHEM 192C","0.10067743965270928"
"MUSC M90T","MSC HST CM90T","0.86225497762333625"
"MUSC M90T","MUSC 90F","0.30742962875216701"
"MUSC M90T","ETHNMUS 91D","0.22676454987100636"
"MUSC M90T","ETHNMUS 91F","0.22613071916719085"
"MUSC M90T","ETHNMUS 91K","0.22511423437476119"
"MUSC M90T","ETHNMUS 91L","0.22458373791032304"
"CHEM 192C","PSYCH 192","0.23131492266174361"
"CHEM 192C","MCD BIO 192B","0.19034304592834775"
"CHEM 192C","CHEM 147","0.1703522582902009"
"CHEM 192C","ARTS ED M192","0.11370468769372583"
"CHEM 192C","ENVIRON M192","0.10918350874418571"
"CHEM 192C","ENGL M192","0.10048879440631309"
"CHEM 192D","PSYCH 192","0.23131492266174361"
"CHEM 192D","MCD BIO 192B","0.19034304592834775"
"CHEM 192D","CHEM 147","0.1703522582902009"
"CHEM 192D","ARTS ED M192","0.11370468769372583"
"CHEM 192D","ENVIRON M192","0.10918350874418571"
"CHEM 192D","ENGL M192","0.10048879440631309"
"MSC HST 8","MSC HST 13","0.17841008853576229"
"SOCIOL M124A","POL SCI 154B","0.13671032262009095"
"ECON 106EL","ECON 185","0.11768177961232007"
"HIST M110C","AN N EA M110C","0.91507862726767508"
"HIST M110C","IRANIAN M110C","0.74189750603006566"
"HIST M110C","HIST M103B","0.36048606291103363"
"HIST M110C","HIST M104A","0.17311839540064011"
"HIST M110C","HIST M104C","0.14193140890489858"
"HIST M110C","IRANIAN CM163","0.12398351585672869"
"MUSC 120B","MUSC C176","0.16974352511250657"
"NEUROSC 19","SOCIOL 19","0.29459747381765494"
"NEUROSC 19","WL ARTS 19","0.20967539224000745"
"NEUROSC 19","PSYCH 19","0.20154915469630447"
"NEUROSC 19","HNRS 19","0.1653007683590359"
"NEUROSC 19","COMM ST 19","0.15014910917822677"
"NEUROSC 19","ANTHRO 19","0.11527488307010234"
"ENGL 110B","ENGL M192","0.11603161186982885"
"ENGL 110A","ENGL 170C","0.10103927185249205"
"CHICANO M105B","CHICANO M105E","0.19897142196611092"
"CHICANO M105B","CHICANO 161","0.16777853946485694"
"COM HLT 187A","COM HLT 100","0.3265236348391754"
"COM HLT 187A","ARTS ED 101","0.10061549420980077"
"COMM ST 116","COMM ST 111","0.19635189208705287"
"COMM ST 116","COMM ST 185","0.1285184338039847"
"COMM ST 116","COMM ST 170","0.10877608642010234"
"RUSSN 100B","RUSSN 140B","0.18697073104614426"
"RUSSN 100B","RUSSN C124N","0.1834192353091435"
"RUSSN 100B","RUSSN 128","0.13363678173186752"
"RUSSN 100B","RUSSN 103B","0.12316486396405622"
"RUSSN 100B","RUSSN 101B","0.1159458360261567"
"COMM ST 111","COMM ST 116","0.19635189208705287"
"COMM ST 112","COMM ST 191E","0.26211609503865996"
"JAPAN 174","JAPAN CM160","0.2135763000495195"
"JAPAN 174","JAPAN 105B","0.20821373410702215"
"JAPAN 174","JAPAN C159","0.10368435575732257"
"POL SCI 6","POL SCI 30","0.20381456319088498"
"POL SCI 6","POL SCI 50","0.17764165678297109"
"POL SCI 6","POL SCI 10","0.13357709968738915"
"COMM ST 191E","COMM ST M191DC","0.10808032030738964"
"COMM ST 191E","MCD BIO 192B","0.10618656456933323"
"COMM ST 191E","HNRS 101E","0.10492615559873239"
"COMM ST 191E","SOCIOL 191D","0.10298546994780555"
"GENDER M170C","HIST M170C","0.84355893049188013"
"GENDER M170C","GENDER M107A","0.3120275460002761"
"ASIA AM 133","ASIA AM 167","0.24107266733616356"
"ASIA AM 133","ASIA AM 187C","0.15728804787790518"
"ASIA AM 133","ASIA AM 187B","0.14771242796307815"
"ASIA AM 133","ASIA AM 103","0.11839535478046374"
"ENV HLT M166","C&EE M166","0.81896377709585177"
"HNRS 19","SOCIOL 19","0.42739218079305968"
"HNRS 19","WL ARTS 19","0.33240431826240274"
"HNRS 19","COMM ST 19","0.22848921980437856"
"HNRS 19","ANTHRO 19","0.19253977828507884"
"HNRS 19","THEATER 19","0.18802216798700436"
"HNRS 19","NEUROSC 19","0.1653007683590359"
"ENGL M107A","GENDER M107A","0.5420922087753357"
"ENGL M107A","HIST M170C","0.27859112053713914"
"ENGL M107A","GENDER M170C","0.27566025861480109"
"ENGL M107A","ENGL M107B","0.22847853356783512"
"ENGL M107B","GENDER M107B","0.48133405147152364"
"ENGL M107B","ENGL M107A","0.22847853356783512"
"ENGL M107B","ENGL M101C","0.13997010658522721"
"ENGL M107B","GENDER M107A","0.10442063687099518"
"HIST M103B","AN N EA M103B","0.89731737288706792"
"HIST M103B","HIST M104A","0.43313407794915554"
"HIST M103B","HIST M110C","0.36048606291103363"
"HIST M103B","HIST M104C","0.22965994631497319"
"HIST M103B","ART HIS M110B","0.21455861125793349"
"HIST M103B","AN N EA M110C","0.11977942699711727"
"ITALIAN 116B","ITALIAN 152","0.10736340106004724"
"GREEK 100","LATIN 131","0.14742752771214129"
"PUB PLC 105","NAV SCI 102B","0.19827266659924278"
"SOCIOL 51","SOCIOL 1","0.1725382433297695"
"SOCIOL 51","POL SCI 50","0.12567943941312484"
"THEATER C104I","THEATER C153F","0.36758695123300028"
"PUB PLC CM182","EL ENGR CM182","0.56631076683201909"
"PUB PLC CM182","HIST 180A","0.11304629528203204"
"GENDER M107A","GENDER M107B","0.34069777917732535"
"GENDER M107A","GENDER M170C","0.3120275460002761"
"GENDER M107A","HIST M170C","0.13160681149399917"
"GENDER M107B","GENDER M107A","0.34069777917732535"
"GENDER M107B","GENDER M105C","0.25513131700982045"
"MECH&AE 162D","EL ENGR 180DA","0.1088657432127732"
"MGMT 127A","MGMT 130A","0.2046345770005637"
"MGMT 127A","MGMT 127B","0.17900659458190804"
"MGMT 127A","MGMT 121","0.15029217502212069"
"MGMT 127B","MGMT 108","0.27508080591251788"
"MGMT 127B","MGMT 127A","0.17900659458190804"
"MGMT 127B","MGMT 121","0.10061140959735629"
"ITALIAN 100","ITALIAN 152","0.19732972345425953"
"CHEM 113A","PHYSICS 115B","0.14926269895994812"
"POL SCI 172","POL SCI 156A","0.15015338774727446"
"POL SCI 172","POL SCI 139","0.11141084579902936"
"POL SCI 172","POL SCI 141E","0.10383768070256516"
"CHEM C123B","CH ENGR 102A","0.16836399121254178"
"NURSING 150B","NURSING 162A","0.31397083916129342"
"NURSING 150B","NURSING 168","0.14166807543096094"
"ART HIS C148G","ART HIS C170A","0.18281064574878572"
"RUSSN 140B","RUSSN 128","0.32211883448789985"
"RUSSN 140B","RUSSN C124N","0.260553942355364"
"RUSSN 140B","RUSSN 100B","0.18697073104614426"
"RUSSN 140B","RUSSN 103B","0.17830536751747583"
"INTL DV 191","POL SCI 191C","0.10007158709425593"
"ENGL 10C","SOCIOL 1","0.10415955303953416"
"ENGL 10B","SOCIOL 1","0.10415955303953416"
"PSYCH 188B","ENVIRON 188B","0.1930988986151759"
"PSYCH 188B","FILM TV 188A","0.13485774921104093"
"PSYCH 188B","INF STD 180","0.10332498881232025"
"PSYCH 188B","C&EE 188","0.1029103108046857"
"PSYCH 188A","PSYCH 184A","0.20260560332776753"
"PSYCH 188A","AF AMER 188A","0.13935860054723537"
"ENVIRON 163","ENVIRON M130","0.156566631585287"
"ENVIRON 163","GEOG 132","0.13444821470017135"
"ENVIRON 163","ENVIRON M164","0.10221392770632919"
"ENGL 173A","ENGL 170C","0.81981378531122329"
"ENGL 173A","HIST 121E","0.19714568270469748"
"ENGL 173A","FRNCH 120","0.19551797179853297"
"ENGL 173A","ENGL 121","0.11640079757919854"
"ENGL 173A","SOCIOL 156","0.10449186798703894"
"ART HIS M127C","HIST M122E","0.96721591581560218"
"COM SCI 188","C&EE 188","0.2952037785864885"
"COM SCI 188","FILM TV 188A","0.14964576677283847"
"COM SCI 188","ENVIRON 188B","0.14688216370635693"
"ARMENIA 104B","ARMENIA 105B","0.94458463176693708"
"ARMENIA 104B","ARMENIA 102B","0.87403712733510397"
"ARMENIA 104B","HIST 107C","0.12446845482915221"
"PHYSCI C127","PHYSCI CM103","0.10514192784806993"
"KOREA 100B","KOREA CM120","0.45600111173641028"
"KOREA 100B","KOREA 180A","0.24228772109106209"
"KOREA 100B","LING M177","0.20336578640259489"
"KOREA 100B","KOREA 183","0.1709881369644165"
"KOREA 100B","ASIA AM 132A","0.11459805135821184"
"ARTS ED 103","ARTS ED 101","0.21941427026318175"
"HIST 195CE","PSYCH 195A","0.16805906751216063"
"HIST 195CE","MGMT 195","0.16030751491308032"
"ARTS ED 101","ARTS ED 103","0.21941427026318175"
"ARTS ED 101","COM HLT 100","0.21744535052170147"
"ARTS ED 101","COM HLT 187A","0.10061549420980077"
"GRNTLGY M108","GRNTLGY M104C","0.32470928973176011"
"GRNTLGY M108","SOC WLF M104C","0.27262935953113826"
"GRNTLGY M108","GENDER M104C","0.14471984246520181"
"GRNTLGY M108","CHICANO M106B","0.13529513473598453"
"JAPAN C159","JAPAN CM160","0.1442487600138668"
"JAPAN C159","JAPAN 174","0.10368435575732257"
"BMD RES 5HA","MCD BIO 50","0.18779430754269172"
"BMD RES 5HA","MCD BIO 30H","0.12743822829993454"
"RELIGN M60W","RELIGN M61","0.38780707901261113"
"RELIGN M60W","ASIAN M61","0.2852502450191074"
"BMD RES 5HB","MCD BIO 50","0.15524861540597926"
"BMD RES 5HB","MCD BIO 30H","0.12828202642340267"
"GERMAN 157","GERMAN 154","0.26661791534439783"
"GERMAN 157","GERMAN 115","0.18575805878075921"
"GERMAN 157","GERMAN 116","0.17634427007079551"
"GERMAN 154","GERMAN 157","0.26661791534439783"
"GERMAN 154","GERMAN 115","0.19159135732504642"
"GERMAN 154","GERMAN 116","0.18179478245560057"
"ASTR 115","ASTR 127","0.28168152232261595"
"STATS C173","STATS 130","0.10479503417852815"
"M E STD M50B","AN N EA M50B","0.92177812831820849"
"SOC GEN M72B","GENDER 10","0.1452259705040711"
"ASIA AM 30W","ASIA AM 50","0.20558024654787682"
"ENGL 111A","ENGL 125","0.24364283950118285"
"ENGL 111A","COM LIT M101","0.20616998226253264"
"ENGL 111A","JEWISH M150A","0.1563866501393274"
"CHICANO M159B","CHICANO 143","0.12848054256575764"
"CHICANO M159B","CHICANO 177","0.10803310876818223"
"COM LIT 2DW","COM LIT 4DW","0.14004263240568146"
"MCD BIO 50","BMD RES 5HA","0.18779430754269172"
"URBN PL 129","SOCIOL 180B","0.11540728708352199"
"URBN PL 129","URBN PL M160","0.11201680645013357"
"URBN PL 129","ENVIRON M164","0.11048795532962642"
"URBN PL 129","ENVIRON M167","0.10324240823922495"
"AM IND M118","EDUC 143","0.10383665798915473"
"HIST 191K","HIST 191N","0.17145706561657434"
"HIST 191N","HIST 191K","0.17145706561657434"
"ENGL M104B","AF AMER M104B","0.88806344334285081"
"ENGL M104B","FRNCH 120","0.10671884137542886"
"HNRS 130","WL ARTS C159","0.15244723617446498"
"COMM ST 10","COMM ST 1","0.24946392676806675"
"COMM ST 10","FILM TV 6A","0.11929124425417123"
"COMM ST 19","SOCIOL 19","0.45775103185305399"
"COMM ST 19","WL ARTS 19","0.24107656053381593"
"COMM ST 19","HNRS 19","0.22848921980437856"
"COMM ST 19","ANTHRO 19","0.20412934671369506"
"COMM ST 19","THEATER 19","0.17295943473480407"
"COMM ST 19","POL SCI 19","0.15360094517100506"
"WL ARTS CM140","GENDER CM143","0.93364568223147004"
"MSC IND 101","MSC IND 113","0.37799752897328598"
"MSC IND 101","MSC HST 191G","0.1693541716062848"
"MSC IND 101","ETHNMUS C178","0.16568503113263192"
"MCD BIO 30H","BMD RES 10H","0.40303609137900287"
"MCD BIO 30H","BMD RES 5HA","0.12743822829993454"
"PORTGSE 100A","PORTGSE 130A","0.15992645499132049"
"JAPAN CM122","LING M176A","0.59708323892836634"
"JAPAN CM122","JAPAN 105B","0.25254462883149459"
"JAPAN CM122","JAPAN CM160","0.1851783753933578"
"JAPAN CM122","JAPAN 174","0.16372930603124006"
"ECON 173A","MGMT 167","0.16703598620000873"
"ECON 173A","ECON 185","0.10765447137131769"
"MUSC 65W","MUSC 165W","0.1128040110731772"
"MECH&AE 171A","MECH&AE 161B","0.12311681665051383"
"CIVIC 188SB","PSYCH 188SB","0.67779604259395665"
"CIVIC 188SB","EPIDEM 188SB","0.55856286531264765"
"CIVIC 188SB","GENDER 188SB","0.51277128470485478"
"SCAND 134","SCAND C180","0.10179594938297017"
"HIST 1A","HIST 9C","0.17181569994537962"
"HIST 1B","HIST 9C","0.13743719569257107"
"HIST 1B","HIST 21","0.11865595199957964"
"PSYCH 184A","PHYSICS 190","0.38013791230648863"
"PSYCH 184A","ART 190","0.33270534143575359"
"PSYCH 184A","SOC THT 190A","0.30702033927686767"
"PSYCH 184A","PSYCH 188A","0.20260560332776753"
"PSYCH 184A","HNRS 193A","0.10707644038075109"
"EDUC 162","EDUC 143","0.11357715277397154"
"EL ENGR 183DA","EL ENGR 180DA","0.24237188930991696"
"EL ENGR 183DA","EL ENGR 115C","0.19490128994581526"
"FILM TV 113","FILM TV 188A","0.10866494096974347"
"PSYCH 127A","PSYCH 127B","0.46661856722429323"
"PSYCH 127A","PSYCH M107","0.11207146483618416"
"PSYCH 127B","PSYCH 127A","0.46661856722429323"
"INDO 5","SPAN 3","0.10520644573500618"
"INDO 5","SPAN 2","0.10520644573500618"
"INDO 5","SPAN 1","0.10520644573500618"
"INDO 5","PORTGSE 2","0.10048701125323116"
"SURGERY 188SB","GENDER 188SB","0.58414515428521807"
"IRANIAN M105B","RELIGN M105B","0.70690776112415676"
"MCD BIO CM156","SOC GEN 101","0.14779645177321191"
"LING 103","LING 102","0.56405865756422269"
"LING 103","LING M141","0.14376805938969123"
"LING 103","LING 127","0.10353898364184168"
"LING 102","LING 103","0.56405865756422269"
"LING 102","LING M141","0.19291396341429912"
"LING 102","LING 127","0.10104479877688717"
"EE BIOL 151A","EE BIOL 152","0.15085589788190987"
"EE BIOL 151A","EE BIOL 100","0.15050988938905396"
"EE BIOL 151B","EE BIOL 116","0.16291214254174399"
"EE BIOL 151B","EE BIOL 152","0.14411309446751819"
"HIST 19","SOCIOL 19","0.25467165991434315"
"HIST 19","WL ARTS 19","0.1673842096040517"
"HIST 19","HNRS 19","0.12727526441934001"
"HIST 19","POL SCI 19","0.10596000152258574"
"HIST 19","COMM ST 19","0.10355382453042268"
"THEATER M103B","AF AMER M103B","0.74283933229184718"
